1664582400000,1328.71000000,1333.69000000,1317.24000000,1325.42000000,110889.34180000,1664625599999,147275308.41902900,153947,55039.10280000,73106237.53738600,0
1664625600000,1325.41000000,1330.00000000,1302.68000000,1311.79000000,141192.56380000,1664668799999,185654803.60638300,193449,69268.71560000,91069633.90039600,0
1664668800000,1311.79000000,1317.93000000,1280.63000000,1297.87000000,170889.57080000,1664711999999,222876808.03634700,201842,80648.80170000,105238702.84005000,0
1664712000000,1297.87000000,1313.87000000,1270.00000000,1276.72000000,200850.46990000,1664755199999,259718243.24537000,260634,99536.87130000,128749317.46942200,0
1664755200000,1276.72000000,1301.94000000,1263.04000000,1299.01000000,203787.02900000,1664798399999,262792214.03281000,260183,100616.56940000,129781346.18649400,0
1664798400000,1299.02000000,1329.90000000,1294.44000000,1323.09000000,279988.21450000,1664841599999,368386462.50280100,338565,143328.96830000,188560119.00127800,0
1664841600000,1323.10000000,1359.67000000,1318.66000000,1349.74000000,234665.56080000,1664884799999,314541970.75238700,389187,123914.04220000,166084043.66773100,0
1664884800000,1349.74000000,1369.55000000,1338.12000000,1361.49000000,241542.10940000,1664927999999,326969312.64590100,382579,122897.58720000,166395622.37300600,0
1664928000000,1361.50000000,1363.53000000,1331.41000000,1335.05000000,169291.63250000,1664971199999,228415113.12630300,281967,81888.36940000,110511546.65677400,0
1664971200000,1335.05000000,1364.77000000,1316.29000000,1352.20000000,314217.14570000,1665014399999,421330210.24184300,413671,161046.67650000,215989501.95556800,0
1665014400000,1352.20000000,1383.99000000,1351.50000000,1368.75000000,273827.00260000,1665057599999,374812728.97764600,384721,139047.63530000,190333287.92981100,0
1665057600000,1368.75000000,1380.30000000,1345.01000000,1352.06000000,300148.32140000,1665100799999,408826014.17805600,404952,143916.77060000,196068180.29612100,0
1665100800000,1352.07000000,1361.75000000,1346.01000000,1354.76000000,158654.68720000,1665143999999,215046265.46696600,238073,81206.15580000,110067872.49971400,0
1665144000000,1354.76000000,1358.73000000,1317.26000000,1331.10000000,333345.19040000,1665187199999,444462457.88708700,441391,166047.46990000,221364732.30214400,0
1665187200000,1331.10000000,1337.35000000,1323.44000000,1329.80000000,87964.28880000,1665230399999,117012178.15610000,190695,43830.98480000,58304408.13644300,0
1665230400000,1329.80000000,1330.18000000,1303.51000000,1315.48000000,115427.37240000,1665273599999,152436261.18324800,192556,54778.90450000,72361083.77222800,0
1665273600000,1315.48000000,1327.99000000,1307.26000000,1323.09000000,83867.00020000,1665316799999,110351077.61327300,158028,44178.73060000,58137130.15132800,0
1665316800000,1323.10000000,1329.00000000,1310.00000000,1323.13000000,102334.91830000,1665359999999,135196753.70725800,170350,51542.69670000,68094473.41544300,0
1665360000000,1323.13000000,1338.00000000,1296.36000000,1315.00000000,177143.84960000,1665403199999,233137449.88067200,277081,86933.73770000,114463302.85251900,0
1665403200000,1315.01000000,1319.68000000,1288.00000000,1290.03000000,216519.16180000,1665446399999,282663301.45774300,310233,106208.39550000,138679355.94229200,0
1665446400000,1290.03000000,1290.03000000,1267.01000000,1286.72000000,215580.05140000,1665489599999,275745038.09578900,294327,98147.23240000,125548431.11013700,0
1665489600000,1286.72000000,1298.00000000,1268.85000000,1280.11000000,213850.34270000,1665532799999,274703798.71350800,288780,108051.23720000,138823236.33032700,0
1665532800000,1280.11000000,1306.87000000,1275.25000000,1297.68000000,161625.97640000,1665575999999,209040374.74446100,212160,83081.60630000,107468631.04570300,0
1665576000000,1297.67000000,1305.59000000,1285.51000000,1294.44000000,208086.59950000,1665619199999,269757449.79752100,265751,102804.63800000,133280880.80196100,0
1665619200000,1294.44000000,1299.15000000,1220.41000000,1243.09000000,333520.15920000,1665662399999,420975015.87801200,412101,155292.98170000,195906780.03924100,0
1665662400000,1243.09000000,1301.58000000,1190.00000000,1287.08000000,612098.15710000,1665705599999,762487892.05213300,723732,310071.43380000,386761869.50876300,0
1665705600000,1287.08000000,1342.00000000,1283.39000000,1325.87000000,321370.28830000,1665748799999,425200328.59589900,388640,163795.82650000,216714178.33544600,0
1665748800000,1325.87000000,1343.12000000,1290.00000000,1296.27000000,348372.52100000,1665791999999,457858880.11856500,400070,165836.70750000,218111165.81728300,0
1665792000000,1296.26000000,1301.69000000,1277.01000000,1287.42000000,137878.74740000,1665835199999,177894580.53941200,196803,67044.55200000,86505834.75163600,0
1665835200000,1287.41000000,1291.80000000,1263.64000000,1274.92000000,149222.20550000,1665878399999,191019980.11880100,199661,71391.50760000,91393370.47115800,0
1665878400000,1274.93000000,1290.27000000,1274.67000000,1284.03000000,102542.39070000,1665921599999,131620896.15916700,156946,50959.11050000,65408469.46470700,0
1665921600000,1284.03000000,1315.35000000,1279.30000000,1305.95000000,190778.97250000,1665964799999,247669341.48029100,240146,98736.04180000,128153239.94954400,0
1665964800000,1305.96000000,1325.91000000,1295.64000000,1317.41000000,188097.39900000,1666007999999,246423102.89969000,237105,95507.06290000,125137373.83440200,0
1666008000000,1317.41000000,1338.57000000,1313.73000000,1331.40000000,271751.09510000,1666051199999,360556869.21933400,316170,135444.44770000,179741084.86081500,0
1666051200000,1331.39000000,1341.73000000,1318.15000000,1325.89000000,226540.02130000,1666094399999,301695279.24467300,250635,109625.18590000,146013660.54031700,0
1666094400000,1325.89000000,1334.59000000,1286.72000000,1310.71000000,346188.89760000,1666137599999,453602632.04723700,352965,168164.60570000,220374722.33998000,0
1666137600000,1310.71000000,1313.50000000,1291.93000000,1300.25000000,172789.02300000,1666180799999,224873147.71697200,211867,85279.90350000,110992279.90450100,0
1666180800000,1300.24000000,1308.39000000,1280.31000000,1285.09000000,195848.48750000,1666223999999,253643482.47005100,260155,95455.59660000,123653489.69463800,0
1666224000000,1285.09000000,1302.36000000,1270.36000000,1299.64000000,190384.09560000,1666267199999,245081489.75739300,239801,94954.04000000,122267707.69927900,0
1666267200000,1299.65000000,1310.87000000,1271.96000000,1282.57000000,238147.51470000,1666310399999,307512468.45534200,318279,114413.59060000,147782962.96898300,0
1666310400000,1282.57000000,1292.50000000,1272.73000000,1275.52000000,150286.59050000,1666353599999,192831721.45750000,205051,75326.06290000,96663467.39341500,0
1666353600000,1275.53000000,1306.97000000,1252.65000000,1299.75000000,317790.20810000,1666396799999,408168219.64903300,367768,159633.14950000,205045355.25354900,0
1666396800000,1299.76000000,1307.98000000,1294.32000000,1305.67000000,85224.29280000,1666439999999,110826566.26694400,128338,44445.87260000,57810392.50572900,0
1666440000000,1305.67000000,1320.20000000,1302.93000000,1313.61000000,136552.40790000,1666483199999,179284881.36113700,194728,72025.81720000,94547421.44729700,0
1666483200000,1313.62000000,1314.81000000,1301.30000000,1304.14000000,100082.11150000,1666526399999,130946081.83832900,127922,44875.05450000,58719380.93094100,0
1666526400000,1304.13000000,1371.55000000,1299.44000000,1364.20000000,332187.34850000,1666569599999,445266541.76197500,368464,178697.82270000,239527446.12243400,0
1666569600000,1364.19000000,1370.60000000,1332.33000000,1353.41000000,319238.13380000,1666612799999,430154964.37506400,341181,156794.72610000,211169070.90643100,0
1666612800000,1353.40000000,1359.43000000,1324.17000000,1343.61000000,292592.66320000,1666655999999,392585502.29833200,357060,142861.03280000,191716090.89789100,0
1666656000000,1343.61000000,1351.81000000,1334.94000000,1347.48000000,141428.99660000,1666699199999,190143162.48339900,184483,67648.83290000,90958109.48093900,0
1666699200000,1347.48000000,1525.16000000,1346.50000000,1459.74000000,986503.90460000,1666742399999,1421997683.82175800,1021515,509290.75940000,733908469.98325300,0
1666742400000,1459.74000000,1556.00000000,1457.44000000,1528.49000000,571378.37880000,1666785599999,861220140.63530600,572427,296300.98220000,446655859.39099700,0
1666785600000,1528.49000000,1594.99000000,1509.43000000,1566.10000000,664666.32350000,1666828799999,1035167929.61447900,785437,341942.47410000,532575786.14633600,0
1666828800000,1566.11000000,1577.62000000,1532.06000000,1550.98000000,314265.18620000,1666871999999,488562415.21242300,418924,158929.24900000,247119972.49490700,0
1666872000000,1550.97000000,1578.58000000,1503.20000000,1514.05000000,555189.29890000,1666915199999,856837422.82491100,703950,275972.47480000,426105470.11444200,0
1666915200000,1514.04000000,1525.32000000,1484.61000000,1498.19000000,398799.21060000,1666958399999,600922217.25585600,404578,210243.12140000,316848478.42908500,0
1666958400000,1498.19000000,1574.90000000,1479.82000000,1554.41000000,460155.23190000,1667001599999,708595198.98528500,595277,236337.36770000,363973543.87767400,0
1667001600000,1554.40000000,1652.11000000,1547.66000000,1615.42000000,479865.75120000,1667044799999,770324522.11687700,558705,251590.05510000,403875655.45729600,0
1667044800000,1615.41000000,1663.06000000,1604.02000000,1619.55000000,434295.33340000,1667087999999,707491308.52229600,535627,215284.49210000,350672552.11981500,0
