1614556800000,165.75000000,169.63000000,163.43000000,165.77000000,3475.28806000,1614585599999,577198.30817140,893,1643.55512000,272648.64900180,0
1614585600000,165.77000000,175.72000000,165.77000000,175.18000000,7203.29762000,1614614399999,1232417.79332970,1678,3270.25527000,559656.30226160,0
1614614400000,175.12000000,176.62000000,170.00000000,176.02000000,8228.43770000,1614643199999,1416575.27490940,1624,4578.39802000,787139.21827180,0
